Id,Mobile,Route,Day,StartDate,Location,Postcode,Start,End,Address,Lat,Lng
112,Wells,A,Wednesday,4/13/2016,Sutton Montis Church,BA22 7HE,10:50,11:05,"Sutton Montis, Somerset, South West England, England, UK",51.019884,-2.5359871
113,Wells,A,Wednesday,4/13/2016,Queen Camel Village Hall,BA22 7NQ,11:15,11:35,"Queen Camel, Somerset, South West England, England, UK",51.021561,-2.5766119
114,Wells,A,Wednesday,4/13/2016,Townsend,BA22 8BP,11:45,12:05,"Little Marston Road, Marston Magna CP, South Somerset, Somerset, South West England, England, UK",51.0005545,-2.5853418
115,Wells,A,Wednesday,4/13/2016,Road to Rimpton House,BA22 8AQ,12:10,12:40,"Mill Stream, South Somerset, Somerset, South West England, England, UK",50.9959785,-2.5621524
116,Wells,A,Wednesday,4/13/2016,Red Tile Farm,BA22 8DF,13:30,13:40,"Court Gardens, Marston Magna CP, South Somerset, Somerset, South West England, England, UK",50.9991839,-2.5787113
117,Wells,A,Wednesday,4/13/2016,Hales Meadow,BA21 5TA,13:50,14:05,"Hales Meadow, Mudford, South Somerset, Somerset, South West England, England, UK",50.9739354,-2.6070448
118,Wells,A,Wednesday,4/13/2016,Fore Street Middle Farmhouse,BA22 7QW,14:20,14:40,"West Camel, West Camel CP, South Somerset, Somerset, South West England, England, UK",51.0202482,-2.605756375
119,Wells,B,Thursday,4/14/2016,Ashcott School,TA7 9PP,9:30,10:00,"High View Drive, Ashcott CP, Sedgemoor District, Somerset, South West England, England, UK",51.1311054,-2.8083197
120,Wells,B,Thursday,4/14/2016,Middle Street,TA7 9QB,10:05,10:20,"Middle Street, Ashcott CP, Sedgemoor District, Somerset, South West England, England, UK",51.1290926,-2.8067136
121,Wells,B,Thursday,4/14/2016,Wellfield House,TA7 9HT,10:35,10:55,"Langland Lane, Catcott CP, Sedgemoor District, Somerset, South West England, England, UK",51.1503027,-2.8644447
122,Wells,B,Thursday,4/14/2016,Church Lane,TA7 9DY,11:10,11:40,"Townsend Lane, Chilton Polden CP, Sedgemoor District, Somerset, South West England, England, UK",51.1540118,-2.8929425
123,Wells,B,Thursday,4/14/2016,Station Road,TA7 8JZ,11:50,12:20,"Broderip, Cossington CP, Sedgemoor District, Somerset, South West England, England, UK",51.1619225,-2.9208621
124,Wells,B,Thursday,4/14/2016,Westham Farm,BS28 4UR,12:50,13:05,"Hozzard Lane, Wedmore CP, Sedgemoor District, Somerset, South West England, England, BS28 4ND, UK",51.2180536,-2.8412589
125,Wells,B,Thursday,4/14/2016,Central Car Park,BS28 4AN,13:45,14:45,"Guildhall Lane, Wedmore CP, Sedgemoor District, Somerset, South West England, England, BS28 4EG, UK",51.2260086,-2.8128334
126,Wells,B,Thursday,4/14/2016,Little Owls (Childcare),BS28 4SA,14:50,15:05,"B3139, Wedmore CP, Sedgemoor District, Somerset, South West England, England, UK",51.2253182,-2.8018504
127,Wells,B,Thursday,4/14/2016,Honeycombe House,BS28 4TD,15:10,15:30,"Bagley, Somerset, South West England, England, UK",51.2093301,-2.7748311
128,Wells,C,Friday,4/15/2016,Woolavington Village Hall,TA7 8DY,9:15,10:00,"Tapps Lane, Woolavington CP, Sedgemoor District, Somerset, South West England, England, UK",51.1697079,-2.9353157
129,Wells,C,Friday,4/15/2016,Puriton Village Hall,TA7 8BP,10:10,10:25,"Webbers Way, Puriton CP, Sedgemoor District, Somerset, South West England, England, UK",51.1684635,-2.9765953
130,Wells,C,Friday,4/15/2016,Gaunts Road,TA6 4SF,10:30,10:50,"Grange Way, Pawlett CP, Sedgemoor District, Somerset, South West England, England, UK",51.1801958,-3.0037025
131,Wells,C,Friday,4/15/2016,Chapel Road,TA6 4SH,10:55,11:10,"Pilgrims Way, Pawlett CP, Sedgemoor District, Somerset, South West England, England, UK",51.1814801,-3.0075254
132,Wells,C,Friday,4/15/2016,Brent Knoll Post Office,TA9 4DT,11:30,12:00,"Portland Place, Brent Knoll CP, Sedgemoor District, Somerset, South West England, England, BS26, UK",51.2476695,-2.9508645
133,Wells,C,Friday,4/15/2016,Pinewood Estate,TA8 2RU,12:15,12:30,"Huett Close, Brean CP, Sedgemoor District, Somerset, South West England, England, UK",51.2930642,-3.0113806
134,Wells,C,Friday,4/15/2016,War Memorial,BS24 0DS,13:20,13:50,"Church Lane, Lympsham CP, Sedgemoor District, Somerset, South West England, England, BS26, UK",51.2833,-2.9537029
135,Wells,C,Friday,4/15/2016,Stone Bow Farm,BS24 0HT,13:55,14:00,"North Road, Lympsham CP, Sedgemoor District, Somerset, South West England, England, BS26, UK",51.2874248,-2.9386848
136,Wells,C,Friday,4/15/2016,East Drive (off Strowlands),TA9 4JQ,14:05,14:25,"TA9 4JG, United Kingdom",51.2627535,-2.9330491
137,Wells,D,Tuesday,4/19/2016,Hemington School,BA3 5XU,9:30,10:00,"Ennox Farm, Hemington CP, Mendip District, Somerset, South West England, England, UK",51.2780367,-2.38981128105711
138,Wells,D,Tuesday,4/19/2016,Tellisford Lane Estate,BA2 7LL,10:15,10:55,"Frome Road, Norton St Philip CP, Mendip District, Somerset, South West England, England, UK",51.2973192,-2.3206848
139,Wells,D,Tuesday,4/19/2016,Marsh Road (Pre school),BA11 6PB,11:05,11:20,"Fairfield, Rode CP, Mendip District, Somerset, South West England, England, UK",51.2854605,-2.2798
140,Wells,D,Tuesday,4/19/2016,The Green,BA11 6PE,11:25,11:45,"Fairfield, Rode CP, Mendip District, Somerset, South West England, England, UK",51.2853836,-2.278819
141,Wells,D,Tuesday,4/19/2016,Market Place,BA11 4LY,12:05,12:20,"The Market Place, Nunney CP, Mendip District, Somerset, South West England, England, UK",51.2090667,-2.3786353
142,Wells,D,Tuesday,4/19/2016,Seymour Arms,BA11 5HF,12:35,12:45,"The Yard, Witham Friary CP, Mendip District, Somerset, South West England, England, UK",51.1683982,-2.3668798
143,Wells,E,Wednesday,4/20/2016,Nine Barrows Corner,BA5 3BH,9:15,9:35,"Nine Barrows Lane, Priddy CP, Mendip District, Somerset, South West England, England, BA5 3BE, UK",51.2610166,-2.6791869
144,Wells,E,Wednesday,4/20/2016,Priddy School (Pre-school),BA5 3BE,9:40,10:00,"Priddy School, Townsend, Priddy CP, Mendip District, Somerset, South West England, England, BA5 3BE, UK",51.25941235,-2.67856900611565
145,Wells,E,Wednesday,4/20/2016,Stoneleigh Housing Estate,BA5 1HG,10:15,10:25,"Westbury-sub-Mendip, Somerset, South West England, England, UK",51.236201,-2.72035
146,Wells,E,Wednesday,4/20/2016,Henley Corner Farm (Telephone Box),TA10 9BQ,11:10,11:20,"Pedwell Drove, High Ham CP, South Somerset, Somerset, South West England, England, UK",51.089851,-2.807432
147,Wells,E,Wednesday,4/20/2016,Chapel,TA10 9BH,11:25,11:35,"Pedwell Drove, High Ham CP, South Somerset, Somerset, South West England, England, UK",51.089851,-2.807432
148,Wells,E,Wednesday,4/20/2016,Broadacre Farm,TA10 9AY,11:40,11:50,,,
149,Wells,E,Wednesday,4/20/2016,Nythe Road Sunnymead,TA7 9BL,12:30,12:50,"Pedwell, Somerset, South West England, England, UK",51.1257303,-2.8243626
150,Wells,E,Wednesday,4/20/2016,Cricket Club,TA7 9LN,13:30,13:50,"Shapwick, Somerset, South West England, England, UK",51.1397115,-2.8316904
151,Wells,E,Wednesday,4/20/2016,Holywell Road,TA7 9LD,14:00,14:15,"The Square, Edington CP, Sedgemoor District, Somerset, South West England, England, UK",51.1553187,-2.8773031
152,Wells,E,Wednesday,4/20/2016,Church Layby,TA7 8NT,14:25,14:40,"Robins Drive, Burtle CP, Sedgemoor District, Somerset, South West England, England, UK",51.1858559,-2.8711326
153,Wells,E,Wednesday,4/20/2016,Catcott Burtle,TA7 8NB,14:50,15:05,"Burtle Road, Burtle CP, Sedgemoor District, Somerset, South West England, England, UK",51.1846257,-2.8606803
154,Wells,E,Wednesday,4/20/2016,Abbots Close,BA6 9TF,15:20,15:50,"Moorview Close, Meare CP, Mendip District, Somerset, South West England, England, UK",51.1701492,-2.7891511
155,Wells,F,Thursday,4/21/2016,Next Steps Childcare Centre,BA4 6QL,9:55,10:25,"First Aid, A371, Evercreech CP, Mendip District, Somerset, South West England, England, UK",51.1554965,-2.52326834569466
156,Wells,F,Thursday,4/21/2016,North Wootton Church,BA4 4HA,10:40,11:10,"High Street, North Wootton CP, Mendip District, Somerset, South West England, England, UK",51.1741892,-2.6255797
157,Wells,F,Thursday,4/21/2016,Doulting School,BA4 4PL,11:30,12:00,"St Aldhelm's Church of England Primary School, Chelynch Park, Doulting CP, Mendip District, Somerset, South West England, England, BA4 4PL, UK",51.1884933,-2.5063443631262
158,Wells,F,Thursday,4/21/2016,Barley Mow,BA4 6DY,12:15,12:40,"Stratton Farm, Evercreech CP, Mendip District, Somerset, South West England, England, UK",51.1500632,-2.49265705733132
159,Wells,F,Thursday,4/21/2016,Gartons Mead,BA4 6JH,12:55,13:25,"Gartons Mead, Evercreech CP, Mendip District, Somerset, South West England, England, UK",51.1442251,-2.5063527
160,Wells,G,Friday,4/22/2016,Elliscombe Park,BA9 8EA,9:30,9:55,"A303, Maperton CP, South Somerset, Somerset, South West England, England, UK",51.0419795,-2.46012
161,Wells,G,Friday,4/22/2016,Old Orchard layby,BA9 8NE,10:15,10:25,"Queens Grove, Pen Selwood, South Somerset, Somerset, South West England, England, UK",51.0785454,-2.3389683
162,Wells,G,Friday,4/22/2016,Chapel Lane,BA8 0BR,10:40,11:10,"South Cheriton, Somerset, South West England, England, UK",51.0206119,-2.437849
163,Wells,G,Friday,4/22/2016,School Lane (Playgroup),BA8 0HP,11:25,12:00,"High Street, Abbas and Templecombe CP, South Somerset, Somerset, South West England, England, BA8 0DH, UK",51.002068,-2.4161446
164,Wells,G,Friday,4/22/2016,North Road,DT9 4NS,12:15,12:35,"The Knapp, Charlton Horethorne CP, South Somerset, Somerset, South West England, England, UK",51.0098816,-2.4808363
165,Wells,G,Friday,4/22/2016,Sigwells ï¿½ Beech Farm,DT9 4LQ,12:45,12:55,,,
166,Wells,G,Friday,4/22/2016,Sparkford Village Hall,BA22 7JN,13:15,13:45,"Twines Close, Sparkford CP, South Somerset, Somerset, South West England, England, UK",51.0321804,-2.5614085
167,Wells,H,Tuesday,4/26/2016,West Horrington School,BA5 3EB,9:15,10:00,"Bath Road, St Cuthbert Out CP, Mendip District, Somerset, South West England, England, UK",51.2236074,-2.6094325
168,Wells,H,Tuesday,4/26/2016,Nevilleï¿½s Batch,BA3 4TR,10:15,10:40,"Old Route of Somerset & Dorset, Tellis Lane, Binegar CP, Mendip District, Somerset, South West England, England, BA3 4, UK",51.2430894,-2.5466393
169,Wells,H,Tuesday,4/26/2016,Fire Engine,BA3 5BJ,10:50,11:05,"Upper Benter, Mendip District, Somerset, South West England, England, UK",51.2415541,-2.5114917
170,Wells,H,Tuesday,4/26/2016,Moonshill Road,BA3 5LG,11:15,11:30,"Moonshill Road, Stoke St. Michael CP, Mendip District, Somerset, South West England, England, UK",51.2229302,-2.483456
171,Wells,H,Tuesday,4/26/2016,Memorial Hall,BA3 5QQ,11:40,12:00,"BA3 5QL, United Kingdom",51.2234709849041,-2.44334180493954
172,Wells,H,Tuesday,4/26/2016,Bullen Mead,BA11 3LG,12:15,12:30,,,
173,Wells,H,Tuesday,4/26/2016,The Bridge,BA3 5RL,12:40,12:50,"Vobster, Somerset, South West England, England, UK",51.2398215,-2.4257676
174,Wells,H,Tuesday,4/26/2016,The Brambles,BA11 3RG,13:40,13:55,"Newbury Farm, Coleford CP, Mendip District, Somerset, South West England, England, UK",51.25223025,-2.43140550670557
175,Wells,H,Tuesday,4/26/2016,Stockhill Road No.70,BA3 4JH,14:15,14:35,"Greenways, Chilcompton CP, Mendip District, Somerset, South West England, England, BS39, UK",51.2541436,-2.5141732
176,Wells,H,Tuesday,4/26/2016,Village Hall,BA3 4PD,14:50,15:05,"Lower Street, Chewton Mendip CP, Mendip District, Somerset, South West England, England, BA3 4LL, UK",51.2776509,-2.579926
177,Wells,I,Wednesday,4/27/2016,Red House Farm,BA3 4QE,9:20,9:45,"The Old Redhouse Barn, Stratton on the Fosse CP, Mendip District, Somerset, South West England, England, BS39, UK",51.26988325,-2.46945847515814
178,Wells,I,Wednesday,4/27/2016,Bishop Henderson School,BA3 5PN,10:00,10:45,"Farley Dell, Coleford CP, Mendip District, Somerset, South West England, England, BA3 5, UK",51.2454774,-2.4570073
179,Wells,I,Wednesday,4/27/2016,British Legion Car park,BA3 5PB,10:50,11:10,"Beacon View, Coleford CP, Mendip District, Somerset, South West England, England, BA3 5, UK",51.2432783,-2.4522049
180,Wells,I,Wednesday,4/27/2016,Scotts Close,BA3 5DT,11:25,11:45,"Holcombe, Somerset, South West England, England, UK",51.2463758,-2.4725253
181,Wells,I,Wednesday,4/27/2016,George Inn,BA3 5AB,11:55,12:15,"A367, Ashwick CP, Mendip District, Somerset, South West England, England, UK",51.2356811,-2.5060208
182,Wells,I,Wednesday,4/27/2016,Hill Farm (Milk stand),BA4 6RQ,12:35,12:45,"Wraxall Vineyard, Ditcheat CP, Mendip District, Somerset, South West England, England, UK",51.12655405,-2.56886974730619
183,Wells,I,Wednesday,4/27/2016,Church Farm,BA4 6SF,13:25,13:35,"Hornblotton Green, Somerset, South West England, England, UK",51.0988253,-2.5874268
184,Wells,I,Wednesday,4/27/2016,Wadehithe,TA11 7HD,13:45,14:05,"East Lydford, Somerset, South West England, England, UK",51.0789834,-2.609183
185,Wells,I,Wednesday,4/27/2016,Old School,TA11 7DB,14:15,14:30,"High Street, Lydford-on-Fosse CP, Mendip District, Somerset, South West England, England, UK",51.0811202,-2.6204968
186,Wells,I,Wednesday,4/27/2016,Westwood Drove,TA11 7DL,14:35,14:45,"Fair Place, Lydford-on-Fosse CP, Mendip District, Somerset, South West England, England, UK",51.0870593,-2.6127232
187,Wells,I,Wednesday,4/27/2016,Pound Close,BA6 8PA,14:55,15:05,"Bradley Lane, West Bradley CP, Mendip District, Somerset, South West England, England, UK",51.1277807,-2.619917
188,Wells,J,Thursday,4/28/2016,Little Acre,BS26 2UG,9:45,10:00,"Rookery Close, East Brent CP, Sedgemoor District, Somerset, South West England, England, BS26, UK",51.271846,-2.9160939
189,Wells,J,Thursday,4/28/2016,Yew Tree Nursery,BS26 2SA,10:05,10:20,"Tarnock, Somerset, South West England, England, UK",51.2693707,-2.8884907
190,Wells,J,Thursday,4/28/2016,Old School,BS26 2RH,10:25,10:40,"Biddisham, Somerset, South West England, England, UK",51.2767992,-2.8888215
191,Wells,J,Thursday,4/28/2016,Turnpike Road (Pre School),BS25 1TX,11:00,11:30,"Shipham Church of England First School, Turnpike Road, Shipham CP, Sedgemoor District, Somerset, South West England, England, BS25 1TX, UK",51.3158683,-2.79922256402992
192,Wells,J,Thursday,4/28/2016,Beech Road,BS25 1TH,11:35,11:45,"Hollow Road, Shipham CP, Sedgemoor District, Somerset, South West England, England, UK",51.3142985,-2.7963583
193,Wells,J,Thursday,4/28/2016,Elm Close,BS25 1SA,11:50,12:00,"Beech Road, Shipham CP, Sedgemoor District, Somerset, South West England, England, UK",51.3172553,-2.7960155
194,Wells,J,Thursday,4/28/2016,Old Coach Road,BS26 2EH,12:15,12:25,,,
195,Wells,J,Thursday,4/28/2016,Notting Hill Way (Avalon),BS26 2JN,12:30,12:45,"Turnpike Road, Weare CP, Sedgemoor District, Somerset, South West England, England, UK",51.2794198,-2.851974
196,Wells,J,Thursday,4/28/2016,May Tree Farm,BS26 2NJ,12:55,13:20,"Rectory Hill, Chapel Allerton CP, Sedgemoor District, Somerset, South West England, England, UK",51.2532318,-2.847908
197,Wells,J,Thursday,4/28/2016,Front Street (Bus shelter),BS26 2PB,13:25,13:35,"Chapel Allerton, Somerset, South West England, England, UK",51.2490264,-2.8478088
198,Wells,K,Tuesday,4/5/2016,Merriott School,TA16 5PT,9:30,10:00,"Merriott First School, Church Street, Merriott, Merriott CP, South Somerset, Somerset, South West England, England, TA16 5PT, UK",50.9114037,-2.79541743716102
199,Wells,K,Tuesday,4/5/2016,West Chinnock School,TA18 7PT,10:10,10:40,"Lower Street, West & Middle Chinnock CP, South Somerset, Somerset, South West England, England, UK",50.9199515,-2.7572501
200,Wells,K,Tuesday,4/5/2016,Weston Street Playgroup,BA22 9EQ,10:50,11:20,"Forge Lane, East Chinnock CP, South Somerset, Somerset, South West England, England, UK",50.9153093,-2.7204397
201,Wells,K,Tuesday,4/5/2016,Westbury Gardens,BA22 8UR,11:35,11:55,"Orchard Close, Odcombe CP, South Somerset, Somerset, South West England, England, UK",50.9353182,-2.7045636
202,Wells,K,Tuesday,4/5/2016,Cedar Fields,BA22 9DB,12:10,12:30,"Cedar Fields, West Coker CP, South Somerset, Somerset, South West England, England, UK",50.9200406,-2.6884972
203,Wells,K,Tuesday,4/5/2016,High Street  (Pippins),BA22 9PJ,12:45,12:55,"Bishops Lane, Hardington Mandeville CP, South Somerset, Somerset, South West England, England, UK",50.9013209,-2.6965219
204,Wells,K,Tuesday,4/5/2016,Hardington Marsh,BA22 9QE,13:00,13:10,"Hardington Marsh, Somerset, South West England, England, UK",50.8854353,-2.7020083
205,Wells,K,Tuesday,4/5/2016,Hill End,BA22 9PY,13:15,13:25,"Barry Lane, Hardington Mandeville CP, South Somerset, Somerset, South West England, England, UK",50.902723,-2.7065334
206,Wells,K,Tuesday,4/5/2016,Helyar Arms,BA22 9JR,13:45,14:00,"East Coker, Somerset, South West England, England, UK",50.9086596,-2.6539833
207,Wells,K,Tuesday,4/5/2016,Bower Farm,BA22 9QP,14:40,14:50,"Sutton Hill, Closworth CP, South Somerset, Somerset, South West England, England, UK",50.8999317,-2.64571
208,Wells,L,Wednesday,4/6/2016,Podymore Inn,BA22 8JH,10:05,10:15,"Church Street, Yeovilton CP, South Somerset, Somerset, South West England, England, UK",51.021927,-2.6487216
209,Wells,L,Wednesday,4/6/2016,Southwinds,BA22 8HF,10:20,10:40,"Bridgehampton, Yeovilton CP, South Somerset, Somerset, South West England, England, UK",51.0141868,-2.62391857244269
210,Wells,L,Wednesday,4/6/2016,Corlarach Bineham Lane,BA22 8EZ,10:40,10:50,"Weir Lane, Yeovilton CP, South Somerset, Somerset, South West England, England, UK",51.0026861,-2.649144
211,Wells,L,Wednesday,4/6/2016,Car Park,BA22 8LX,11:00,11:20,"Free Street, Ilchester CP, South Somerset, Somerset, South West England, England, BA22 8LN, UK",51.0008095,-2.6813138
212,Wells,L,Wednesday,4/6/2016,Telephone Box Playgroup,TA12 6AL,11:40,11:55,"Milton, Somerset, South West England, England, UK",50.9917026,-2.7588423
213,Wells,L,Wednesday,4/6/2016,Thurlocks,BA22 8QE,12:10,12:25,"Thurlocks, Tintinhull CP, South Somerset, Somerset, South West England, England, UK",50.9698535,-2.7190517
214,Wells,L,Wednesday,4/6/2016,Higher Street Pippins,TA14 6SN,12:40,13:00,"Barrows Lane, Norton Sub Hamdon CP, South Somerset, Somerset, South West England, England, UK",50.9365195,-2.7597358
215,Wells,L,Wednesday,4/6/2016,Village Hall,TA14 6TR,13:50,14:40,"North Street, Chiselborough CP, South Somerset, Somerset, South West England, England, UK",50.9313252,-2.7567804
216,Wells,L,Wednesday,4/6/2016,Ilchester School,BA22 8JP,15:00,15:30,"Ilchester Community School, Taranto Hill, Ilchester CP, South Somerset, Somerset, South West England, England, BA22 8JL, UK",51.0118634,-2.68391965818894
217,Wells,M,Thursday,4/7/2016,Greyhound,BA6 8QN,9:00,9:25,"Baltonsborough, Somerset, South West England, England, UK",51.1115378,-2.6552096
218,Wells,M,Thursday,4/7/2016,Baltonsborough Playgroup,BA6 8PN,9:30,10:00,"Back Lane, Baltonsborough CP, Mendip District, Somerset, South West England, England, UK",51.1098184,-2.6312437
219,Wells,M,Thursday,4/7/2016,Baltonsborough School,BA6 8PN,10:00,10:30,"Back Lane, Baltonsborough CP, Mendip District, Somerset, South West England, England, UK",51.1098184,-2.6312437
220,Wells,M,Thursday,4/7/2016,Butleigh School,BA6 8SX,10:40,11:10,"Grenville Close, Butleigh CP, Mendip District, Somerset, South West England, England, UK",51.1005964,-2.6851916
221,Wells,M,Thursday,4/7/2016,Barton Road Fairmile,BA6 8TH,11:15,11:30,"Holm Oaks, Butleigh CP, Mendip District, Somerset, South West England, England, UK",51.0976678,-2.684838
222,Wells,M,Thursday,4/7/2016,Charlton Adam Post Office,TA11 7AY,11:45,12:00,"TA11 167, Combe Lane, Charlton Mackrell CP, South Somerset, Somerset, South West England, England, UK",51.0564309,-2.6614828
223,Wells,M,Thursday,4/7/2016,Baker Street Bus shelter,TA11 7DU,13:00,13:15,"Babcary, Somerset, South West England, England, UK",51.0562191,-2.6251831
224,Wells,M,Thursday,4/7/2016,Queen Street Layby,TA11 6EH,13:30,13:50,"6e, Paris, Île-de-France, France métropolitaine, 75006, France",48.84951285,2.3324173646735
225,Wells,M,Thursday,4/7/2016,Main Street Telephone box,TA11 6BX,14:00,14:20,"Brook Lane, Barton St David CP, South Somerset, Somerset, South West England, England, UK",51.0855311,-2.6579599
226,Wells,M,Thursday,4/7/2016,Southwood,BA6 8PG,14:30,14:45,"Southwood, Somerset, South West England, England, UK",51.0969495,-2.6310471
